TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Maut_SID_Ri1;Maut_SID_Ri2;Anz_Fs_Ri1;Anz_Fs_Ri2;DTA_SV_Ri1;fA_SV_Ri1;qBm_SV_Ri1;B_anno_SV_Ri1;DTA_SV_Ri2;fA_SV_Ri2;qBm_SV_Ri2;B_anno_SV_Ri2;DTV_Bus_Ri1;DTV_LoA_Ri1;DTV_Lzg_Ri1;DTV_Sat_Ri1;DTV_Bus_Ri2;DTV_LoA_Ri2;DTV_Lzg_Ri2;DTV_Sat_Ri2;Anmerkungen;
4508;5113;Bochum;5;NW;A;40;;8+1;Bochum;AS Bochum-Stahlhausen;O;Essen;AS Dückerweg;W;6;3,5;145;106;16;23;117.740;58.461;59.279;126.325;63.052;63.273;117.705;58.065;59.640;85.696;41.793;43.903;+12,5;+12,8;+6,6;+22,3;7.617;3.771;3.846;9.298;4.619;4.679;8.042;3.949;4.092;801;377;423;+3,6;+3,4;+3,6;+13,1;6,5;7,4;6,8;0,9;0,93;0,70;1,04;6.598;6,0;1.521;10,3;7.121;6,7;5.029;3,0;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;D;7;17;D;8;17;D;7;16;C;;;C;;;A;;;D;15;;C;15;;D;18;;92,8;8,6;0,4;0,6;1,8;4,5;3,7;0,1;0,2;91,8;9,2;0,3;0,6;2,1;5,2;4,2;0,1;0,2;92,4;8,9;0,4;0,6;1,9;4,8;3,9;0,1;0,1;98,4;5,1;0,6;0,6;0,3;0,5;0,4;0,2;0,1;372.280;5.704.511;128.165;63.875;64.290;10.344;5.136;5.208;104.813;51.775;53.037;2.396;1.137;1.260;;;;;;;;;;;;;;;;;129.674;64.849;64.825;10.534;5.243;5.291;8,1;8,1;8,2;51,47731863;7,16083818;5.078;5.095;8,7;8,6;5,5;4,5;3,8;3,0;7,8;7,9;66.617;65.832;0,68;0,73;0,96;0,97;1,03;1,06;0,83;0,86;6.614;153;326;28;4.857;33;120;19;1.360;41;116;4;90;4508363A4509197O;1,206;Ri1_ist_NachNK;2.719;780;3;3;15.172;4,02;0,32;1.571.288;15.358;3,99;0,31;1.583.714;82;1.034;2.654;2.156;88;1.095;2.663;2.163;;
4510;5343;Dortmund;5;NW;A;40;;8+1;Dortmund;AS Dortmund-Barop;O;Essen;AS Dortmund-Dorstfeld;W;6;22,5;300;188;60;52;78.660;38.543;40.117;85.431;42.021;43.409;76.848;37.635;39.213;55.612;26.676;28.936;+8,1;+8,7;+1,2;+18,2;3.463;1.633;1.830;4.203;1.989;2.214;3.580;1.685;1.894;554;241;313;-2,0;-1,8;-4,6;+12,5;4,4;4,9;4,7;1,0;0,90;0,66;1,01;4.442;4,0;948;8,0;4.837;4,4;3.258;2,3;;;;;;;;;;;;;;;;;;D;D;A;B;B;B;8;;D;8;17;B;8;;D;8;17;B;8;;C;;;A;;;D;15;;C;15;;C;15;;93,3;5,9;0,4;0,6;2,1;2,2;1,8;0,2;1,7;92,8;6,2;0,3;0,6;2,3;2,5;2,0;0,2;1,7;93,0;6,0;0,5;0,6;2,2;2,3;1,9;0,1;1,7;96,7;3,6;0,7;0,7;0,6;0,3;0,3;0,1;1,7;389.775;5.706.203;86.361;42.433;43.928;4.602;2.175;2.427;68.375;33.613;34.762;1.357;641;715;;;;;;;;;;;;;;;;;88.009;43.313;44.696;4.708;2.229;2.480;5,3;5,1;5,5;51,49620473;7,41211419;3.873;3.861;10,0;9,6;3,9;2,9;1,4;1,4;8,9;8,6;44.652;46.241;0,64;0,67;0,95;0,96;1,01;1,00;0,81;0,81;4.602;115;99;21;3.171;34;40;13;871;31;45;2;110;4510066A4510091O;0,737;Ri1_ist_NachNK;6.284;6.285;3;3;5.614;3,44;0,28;514.054;6.415;3,51;0,29;609.371;38;811;784;634;81;829;920;744;;
4508;5037;Essen-Kray;5;NW;A;40;;8+1;Bochum;AS Gelsenkirchen-Süd;O;Essen;AS Essen-Kray;W;6;23,0;175;106;40;29;116.564;57.899;58.665;124.553;62.208;62.346;116.963;57.544;59.419;86.205;42.238;43.967;+11,4;+10,1;+10,5;+20,2;9.508;4.665;4.842;11.459;5.644;5.814;9.962;4.834;5.127;1.649;794;854;+6,0;+5,1;+7,2;+20,3;8,2;9,2;8,5;1,9;0,94;0,72;1,04;6.503;7,8;1.564;11,5;6.902;8,7;5.308;4,2;;;;;;;;;;;;;;;;;;D;D;A;B;B;D;8;17;D;8;17;D;8;17;C;;;C;;;C;;;D;15;;A;;;A;;;A;;;91,0;7,8;0,3;0,5;3,3;4,8;4,0;0,1;0,3;90,0;8,2;0,2;0,5;3,6;5,5;4,6;0,1;0,3;90,7;8,1;0,3;0,6;3,4;5,0;4,2;0,1;0,3;97,3;5,6;0,5;0,5;1,2;0,6;0,5;0,2;0,3;367.671;5.703.759;126.629;63.130;63.499;12.582;6.187;6.395;103.402;50.921;52.481;3.828;1.829;1.999;;;;;;;;;;;;;;;;;127.817;63.970;63.846;12.813;6.322;6.491;10,0;9,9;10,2;51,46950828;7,09478767;5.265;5.033;9,1;8,6;5,9;8,7;3,6;4,8;8,2;7,9;65.702;65.472;0,71;0,74;0,96;0,98;1,03;1,04;0,83;0,86;6.283;253;345;21;5.070;93;130;15;1.381;64;116;3;80;4508150A4508201O;1,214;Ri1_ist_NachNK;761;3.620;3;3;17.370;3,72;0,3;1.690.569;17.981;3,71;0,3;1.746.837;64;1.850;2.751;2.280;65;1.942;2.835;2.367;;
4603;5704;Straelen;5;NW;A;40;;8+1;Duisburg;AS Straelen;O;Venlo (NL);AS Niederdorf;W;4;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309.183;5.696.071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,38375980;6,25771921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4603142O4603141A;0,992;Ri1_ist_NachNK;6.316;6.317;2;2;;;;;;;;;;;;;;;;;Siehe DZ 5073;
4603;5073;Straelen (Niederdorf);5;NW;A;40;;8+1;Duisburg;AS Straelen;O;Venlo (NL);AS Niederdorf;W;4;3,2;248;170;53;25;33.824;16.788;17.036;33.732;16.712;17.020;36.754;18.285;18.469;30.517;15.206;15.311;+21,5;+16,5;+20,3;+50,4;11.895;5.915;5.980;14.332;7.149;7.183;12.487;6.152;6.335;2.051;1.013;1.039;-1,4;-1,3;-0,7;-8,6;35,2;42,5;34,0;6,7;1,09;0,88;1,07;1.846;33,9;536;44,1;2.022;34,8;1.318;29,7;;;;;;;;;;;;;;;;;;B;B;E;D;D;E;15;;C;;;E;15;;C;;;E;16;;C;;;E;16;;F;12;;G;18;;E;13;;63,4;8,1;0,2;1,5;4,3;30,7;27,0;0,1;0,0;56,2;7,9;0,2;1,3;4,9;37,5;33,0;0,1;0,0;64,3;8,1;0,3;1,7;4,1;29,7;26,1;0,1;0,0;91,6;9,0;0,4;1,7;2,2;4,4;3,9;0,2;0,0;309.275;5.696.128;35.231;17.497;17.735;15.645;7.822;7.823;30.884;15.210;15.674;5.271;2.426;2.845;;;;;;;;;;;;;;;;;34.416;17.076;17.340;15.931;7.985;7.946;46,3;46,8;45,8;51,38430487;6,25900262;1.829;1.853;10,9;10,9;2,4;7,8;1,1;4,4;10,7;10,7;17.249;17.481;0,91;0,86;0,92;0,98;1,09;1,05;0,86;0,90;1.314;88;615;5;924;53;339;2;299;29;208;0;20;4603142O4603141A;1,246;Ri1_ist_NachNK;6.316;6.317;2;2;26.485;4,48;0,34;3.244.485;26.755;4,47;0,34;3.278.533;26;717;5.173;4.528;25;738;5.217;4.615;;
4603;5018;Wankum;5;NW;A;40;;8+1;Duisburg;AS Wachtendonk;O;Venlo (NL);AS Wankum;W;4;6,9;306;210;63;33;39.521;19.722;19.799;39.975;19.912;20.063;42.179;21.138;21.040;34.511;17.246;17.265;+16,6;+12,7;+15,1;+40,9;12.321;6.268;6.053;14.860;7.554;7.306;12.872;6.507;6.365;2.144;1.163;980;-2,1;-1,9;-1,9;-9,2;31,2;37,2;30,5;6,2;1,06;0,84;1,06;2.174;29,8;591;41,0;2.386;30,7;1.539;25,8;;;;;;;;;;;;;;;;;;C;C;D;B;B;C;;;C;;;C;;;C;;;C;;;C;;;E;17;;F;12;;G;18;;E;13;;67,1;8,6;0,2;1,2;4,3;26,7;24,0;0,2;0,5;61,2;8,4;0,2;1,1;4,8;32,2;29,0;0,2;0,5;67,6;8,2;0,3;1,4;4,2;26,2;23,6;0,2;0,5;91,8;10,0;0,4;1,4;2,3;3,7;3,4;0,2;0,6;312.799;5.696.559;41.547;20.754;20.793;16.206;8.257;7.949;35.576;17.625;17.951;5.432;2.617;2.815;;;;;;;;;;;;;;;;;40.912;20.404;20.509;16.525;8.429;8.095;40,4;41,3;39,5;51,38934641;6,30937246;2.016;2.034;10,2;10,3;3,6;8,0;1,2;6,4;9,9;9,9;20.689;20.800;0,86;0,83;0,92;0,97;1,08;1,05;0,84;0,87;1.647;107;625;6;1.139;60;338;3;348;31;211;1;30;4603041A4604055A;0,552;Ri1_ist_NachNK;1.470;4.302;2;2;27.587;4,4;0,33;3.356.415;27.053;4,47;0,34;3.320.135;35;950;5.283;4.781;35;755;5.262;4.718;;
4505;5635;AK Kamp-Lintfort (O);5;NW;A;42;;8+1;Dortmund;AS Moers-Nord;O;Kamp-Lintfort;AK Kreuz Kamp-Lintfort (A57);W;6;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332.193;5.707.210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,49109753;6,58278753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4505053A4505054A;0,495;Ri1_ist_NachNK;1.857;2.847;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4506;5024;AK OB-West (O);5;NW;A;42;;8+1;Dortmund;AS Oberhausen-Buschhausen;O;Kamp-Lintfort;AK Kreuz Oberhausen-West (A3);W;6;18,4;258;162;61;35;82.924;42.828;40.095;90.355;46.558;43.796;85.947;44.810;41.137;51.380;26.418;24.963;+7,5;+8,0;+3,5;+12,9;12.208;6.106;6.102;14.707;7.368;7.339;13.116;6.628;6.487;1.739;740;999;+4,7;+4,5;+5,4;+3,2;14,7;16,3;15,3;3,4;0,95;0,59;1,02;4.601;14,4;1.163;17,4;5.030;15,8;3.314;8,1;;;;;;;;;;;;;;;;;;D;D;A;A;B;D;8;15;C;;;D;8;16;C;;;D;8;15;C;;;D;15;;E;16;;C;15;;D;18;;83,1;8,0;0,2;0,9;4,7;9,9;8,0;0,1;1,3;81,5;8,3;0,1;0,9;5,1;11,1;9,0;0,1;1,3;82,7;8,1;0,2;1,0;4,9;10,3;8,3;0,1;1,1;94,5;5,7;0,4;0,9;2,1;1,2;0,9;0,1;1,2;348.770;5.706.162;92.185;47.533;44.652;16.400;8.243;8.157;75.044;39.281;35.763;4.178;2.045;2.132;;;;;;;;;;;;;;;;;92.900;47.783;45.117;16.607;8.329;8.278;17,9;17,4;18,3;51,48635856;6,82182450;4.329;3.469;10,1;8,7;16,9;11,5;12,3;8,0;9,1;7,7;49.754;46.332;0,58;0,61;0,94;0,99;1,04;1,01;0,83;0,84;4.228;263;530;9;3.039;100;170;6;960;57;145;2;40;4506111A4507205A;0,500;Ri1_ist_NachNK;1.388;48;3;3;24.149;3,95;0,31;2.455.196;23.838;3,91;0,3;2.379.271;49;1.923;4.135;3.532;41;2.000;4.060;3.085;;
4506;5668;AK OB-West (W);5;NW;A;42;;8+1;Dortmund;AK Kreuz Oberhausen-West (A3);O;Kamp-Lintfort;AS Duisburg-Neumühl;W;6;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347.688;5.706.262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,48696655;6,80621536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;4506044A4506111A;0,901;Ri1_ist_NachNK;1.960;1.387;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4409;5153;Bladenhorst;5;NW;A;42;;8+1;Dortmund;AS Castrop-Rauxel;O;Kamp-Lintfort;AS Castrop-Rauxel-Bladenhorst;W;4;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382.232;5.713.448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,55979991;7,30108570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;4409148O4409139O;0,900;Ri1_ist_NachNK;2.090;175;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4506;5063;DU Beeckerwerth;5;NW;A;42;;8+1;Dortmund;AS Duisburg-Beeckerwerth;O;Kamp-Lintfort;AS Duisburg-Baerl;W;6;8,5;175;113;50;12;73.239;37.152;36.087;79.435;40.403;39.032;73.891;37.643;36.249;49.270;24.390;24.880;+2,9;+3,6;-1,4;+7,9;11.807;5.839;5.968;14.435;7.138;7.297;12.277;6.066;6.211;1.397;699;697;-2,9;-2,1;-4,1;-16,7;16,1;18,2;16,6;2,8;0,93;0,64;1,02;4.082;15,3;990;23,2;4.507;16,3;2.807;10,4;;;;;;;;;;;;;;;;;;D;D;A;A;B;B;8;;D;8;17;B;8;;D;8;17;D;8;15;D;8;15;D;15;;D;15;;C;15;;C;15;;83,0;8,6;0,4;0,9;2,2;13,8;11,9;0,1;0,0;81,0;9,1;0,3;0,9;2,5;15,6;13,5;0,1;0,0;82,4;8,8;0,5;1,0;2,3;14,2;12,3;0,1;0,0;96,2;5,5;0,7;1,0;0,6;2,1;1,9;0,1;0,0;339.673;5.705.815;81.273;41.402;39.871;15.849;7.854;7.995;62.423;31.526;30.897;4.430;2.104;2.326;;;;;;;;;;;;;;;;;82.374;41.973;40.401;16.216;8.040;8.176;19,7;19,2;20,2;51,48073366;6,69107679;3.761;3.508;10,1;9,7;13,5;12,6;11,5;10,7;9,0;8,7;42.608;41.553;0,59;0,68;0,94;0,97;1,02;1,02;0,74;0,81;3.755;115;618;19;2.503;30;262;12;757;26;204;3;20;4506143A4506092A;1,413;Ri1_ist_NachNK;959;3.799;3;3;25.766;4,41;0,33;2.815.849;26.481;4,44;0,33;2.906.074;35;837;4.967;4.293;41;797;5.130;4.447;;
4408;5115;GE-Hessler;5;NW;A;42;;8+1;Dortmund;AS Gelsenkirchen-Heßler;O;Kamp-Lintfort;AS Essen-Altenessen;W;4;33,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363.173;5.708.726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,51306640;7,02814363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;4408131A4408185A;1,159;Ri1_ist_NachNK;3.879;1.996;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4409;5166;Horsthausen;5;NW;A;42;;8+1;Dortmund;AS Herne-Börnig;O;Kamp-Lintfort;AS Herne-Horsthausen;W;4;50,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;378.708;5.713.374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,55838793;7,25029215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;4409090O4409137O;1,000;Ri1_ist_NachNK;3.025;3.933;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4408;5116;Wanne-Eickel;5;NW;A;42;;8+1;Dortmund;AS Herne-Crange;O;Kamp-Lintfort;AS Herne-Wanne;W;4;43,7;184;117;36;31;72.755;37.105;35.650;78.786;39.828;38.958;74.552;38.274;36.279;47.974;25.471;22.503;-5,7;-6,0;-8,3;+1,7;9.202;4.626;4.576;11.161;5.592;5.569;9.916;5.014;4.902;988;530;457;-10,7;-11,2;-9,3;-10,3;12,6;14,2;13,3;2,1;0,95;0,62;1,02;3.993;12,1;1.108;16,5;4.319;13,3;3.014;7,0;;;;;;;;;;;;;;;;;;C;D;A;B;A;C;;;D;8;17;C;;;D;8;17;C;;;C;;;A;;;E;16;;C;15;;C;15;;85,8;8,8;0,3;0,8;3,2;9,3;7,6;0,1;0,8;84,2;9,3;0,3;0,8;3,6;10,5;8,5;0,1;0,8;85,1;8,9;0,4;0,8;3,4;9,8;8,0;0,1;0,8;96,7;5,2;0,7;0,8;0,8;1,2;1,0;0,1;0,5;372.064;5.711.725;80.568;40.670;39.898;12.511;6.274;6.237;63.961;33.475;30.487;2.799;1.443;1.355;;;;;;;;;;;;;;;;;81.268;40.874;40.394;12.667;6.341;6.326;15,6;15,5;15,7;51,54210176;7,15510085;3.173;3.203;8,6;9,0;11,6;13,9;8,6;10,4;7,8;7,9;41.877;41.320;0,66;0,58;0,95;0,98;1,03;1,01;0,82;0,78;3.731;160;414;14;2.790;47;165;12;921;41;142;4;60;4408065A4409084A;0,366;Ri1_ist_NachNK;1.054;3.893;2;2;18.937;4,09;0,32;2.185.187;18.794;4,11;0,32;2.172.198;43;1.192;3.391;2.749;36;1.162;3.378;2.751;;
4011;5109;Albachten;5;NW;A;43;;8+1;Münster;AK Kreuz Münster-Süd (A1);N;Recklinghausen;AS Senden;S;4;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397.681;5.751.634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,90604868;7,51263265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;4010050A4011006A;1,512;Ri1_ist_NachNK;2.151;2.166;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4409;5107;Herne;5;NW;A;43;;8+1;Recklinghausen;AS Herne-Eickel;N;Wuppertal;AS Bochum-Riemke;S;4;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;375.811;5.709.347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,52156868;7,20995382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;4409027A4409038A;0,542;Ri1_ist_NachNK;1.304;3.198;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
4409;5132;Recklinghausen-West;5;NW;A;43;;8+1;Münster;AS Recklinghausen/Herten (B225/L622);N;Wuppertal;AK Kreuz Recklinghausen (A2);S;4;36,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;374.417;5.717.305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,59278166;7,18702171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;4409124A4309058A;1,033;Ri1_ist_NachNK;1.381;4.748;2;2;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
